Tier,Rank,Champion Name,Lane,Win Rate,Pick Rate,Ban Rate,Play Count
Emerald,131,피들스틱,정글,50.47%,2.12%,0.93%,"7,755"
Emerald,132,탈론,정글,49.88%,2.30%,1.46%,"8,396"
Emerald,133,카르마,미드,50.72%,0.79%,10.91%,"2,900"
Emerald,134,요릭,탑,50.70%,1.96%,1.51%,"7,184"
Emerald,135,클레드,탑,50.78%,1.38%,0.30%,"5,041"
Emerald,136,카르마,탑,50.73%,1.22%,10.91%,"4,471"
Emerald,137,타릭,서폿,51.06%,0.97%,0.08%,"3,545"
Emerald,138,라이즈,미드,50.85%,2.08%,0.48%,"7,619"
Emerald,139,키아나,정글,51.25%,0.66%,0.54%,"2,398"
Emerald,140,코그모,바텀,52.17%,0.95%,0.24%,"3,481"
Emerald,141,렝가,탑,51.40%,0.77%,0.36%,"2,817"
Emerald,142,트위치,바텀,50.50%,2.05%,0.47%,"7,491"
Emerald,143,엘리스,정글,48.91%,3.38%,24.17%,"12,348"
Emerald,144,가렌,미드,52.14%,0.75%,2.26%,"2,756"
Emerald,145,멜,바텀,49.52%,1.90%,72.12%,"6,942"
Emerald,146,마오카이,탑,49.84%,2.82%,2.19%,"10,302"
Emerald,147,라칸,서폿,49.36%,4.90%,0.72%,"17,927"
Emerald,148,직스,바텀,50.92%,1.72%,0.45%,"6,278"
Emerald,149,볼리베어,정글,51.50%,0.70%,2.23%,"2,573"
Emerald,150,니달리,서폿,50.90%,0.68%,5.95%,"2,489"
Emerald,151,소라카,서폿,49.76%,3.10%,0.17%,"11,343"
Emerald,152,잭스,탑,48.45%,4.60%,5.25%,"16,807"
Emerald,153,질리언,서폿,50.01%,2.17%,0.27%,"7,927"
Emerald,154,탈리야,정글,49.63%,1.65%,0.70%,"6,035"
Emerald,155,모르가나,서폿,49.83%,2.70%,4.35%,"9,880"
Emerald,156,케이틀린,바텀,48.70%,14.22%,7.71%,"52,007"
Emerald,157,잔나,서폿,50.62%,1.51%,0.12%,"5,537"
Emerald,158,베인,탑,50.48%,1.13%,1.20%,"4,148"
Emerald,159,카타리나,미드,49.26%,4.31%,1.75%,"15,764"
Emerald,160,이블린,정글,49.40%,1.45%,0.57%,"5,294"
Emerald,161,라이즈,탑,50.66%,1.52%,0.48%,"5,570"
Emerald,162,흐웨이,서폿,50.11%,0.89%,10.43%,"3,265"
Emerald,163,판테온,정글,49.57%,2.26%,1.11%,"8,253"
Emerald,164,오공,탑,50.57%,1.18%,4.09%,"4,303"
Emerald,165,소나,서폿,51.08%,0.83%,0.03%,"3,017"
Emerald,166,진,바텀,49.26%,15.47%,1.23%,"56,571"
Emerald,167,자크,정글,48.93%,4.12%,1.67%,"15,076"
Emerald,168,벨코즈,미드,51.28%,0.53%,0.20%,"1,952"
Emerald,169,브라이어,정글,49.69%,2.01%,0.41%,"7,362"
Emerald,170,바루스,탑,51.27%,0.96%,2.78%,"3,497"
Emerald,171,요네,미드,48.16%,9.18%,8.57%,"33,569"
Emerald,172,초가스,미드,52.54%,0.61%,0.11%,"2,223"
Emerald,173,하이머딩거,서폿,50.47%,0.52%,1.19%,"1,914"
Emerald,174,자르반 4세,정글,49.47%,3.20%,0.12%,"11,703"
Emerald,175,카직스,정글,48.95%,4.08%,1.11%,"14,908"
Emerald,176,블라디미르,미드,50.31%,1.96%,1.13%,"7,167"
Emerald,177,판테온,탑,49.64%,2.11%,1.11%,"7,710"
Emerald,178,럭스,서폿,49.13%,5.32%,1.09%,"19,471"
Emerald,179,레넥톤,미드,50.75%,0.55%,4.67%,"2,008"
Emerald,180,다이애나,미드,49.63%,2.26%,1.61%,"8,269"
Emerald,181,자야,바텀,50.36%,3.09%,0.29%,"11,297"
Emerald,182,사이온,탑,49.68%,2.72%,0.23%,"9,963"
Emerald,183,칼리스타,바텀,49.45%,3.43%,1.31%,"12,551"
Emerald,184,피즈,미드,49.67%,1.43%,0.60%,"5,226"
Emerald,185,케인,정글,49.20%,2.57%,0.23%,"9,385"
Emerald,186,아칼리,탑,50.00%,1.73%,9.08%,"6,322"
Emerald,187,케일,탑,50.06%,1.43%,0.41%,"5,228"
Emerald,188,가렌,탑,48.63%,5.96%,2.26%,"21,790"
Emerald,189,세주아니,정글,49.46%,2.38%,0.15%,"8,704"
Emerald,190,제리,바텀,49.31%,5.14%,0.25%,"18,785"
Emerald,191,말파이트,탑,49.25%,2.86%,2.96%,"10,457"
Emerald,192,요네,탑,48.20%,5.75%,8.57%,"21,036"
Emerald,193,갈리오,서폿,49.42%,0.78%,7.24%,"2,863"
Emerald,194,오로라,탑,49.07%,1.33%,10.58%,"4,869"
Emerald,195,잭스,정글,49.51%,0.58%,5.25%,"2,137"
Emerald,196,초가스,탑,49.96%,1.23%,0.11%,"4,484"
Emerald,197,세라핀,서폿,48.81%,2.85%,0.17%,"10,415"
Emerald,198,탐 켄치,서폿,49.41%,1.95%,0.70%,"7,143"
Emerald,199,에코,정글,49.43%,2.26%,0.30%,"8,267"
Emerald,200,야스오,탑,48.85%,1.68%,14.00%,"6,148"
Emerald,201,일라오이,탑,49.23%,1.46%,1.25%,"5,352"
Emerald,202,뽀삐,정글,49.93%,0.96%,16.93%,"3,509"
Emerald,203,스웨인,바텀,49.42%,0.61%,0.72%,"2,232"
Emerald,204,아지르,미드,48.46%,3.19%,0.30%,"11,656"
Emerald,205,빅토르,바텀,50.76%,0.54%,19.74%,"1,976"
Emerald,206,제라스,서폿,48.80%,5.12%,8.05%,"18,726"
Emerald,207,아무무,서폿,51.54%,0.60%,0.14%,"2,204"
Emerald,208,브랜드,서폿,49.92%,0.85%,0.13%,"3,123"
Emerald,209,카이사,바텀,48.00%,16.70%,0.65%,"61,054"
Emerald,210,사일러스,탑,48.66%,1.52%,15.15%,"5,567"
Emerald,211,멜,서폿,48.09%,2.67%,72.12%,"9,755"
Emerald,212,판테온,서폿,48.26%,2.12%,1.11%,"7,745"
Emerald,213,멜,탑,48.44%,0.75%,72.12%,"2,754"
Emerald,214,아펠리오스,바텀,48.73%,3.62%,0.20%,"13,255"
Emerald,215,럼블,정글,48.36%,0.52%,1.97%,"1,886"
Emerald,216,탐 켄치,탑,48.63%,1.07%,0.70%,"3,911"
Emerald,217,스웨인,탑,49.92%,0.70%,0.72%,"2,576"
Emerald,218,제드,정글,49.47%,0.79%,13.19%,"2,901"
Emerald,219,밀리오,서폿,49.11%,1.27%,0.12%,"4,632"
Emerald,220,르블랑,서폿,48.52%,1.20%,35.63%,"4,386"
Emerald,221,코르키,미드,48.04%,1.18%,5.65%,"4,301"
Emerald,222,스웨인,서폿,48.14%,1.43%,0.72%,"5,228"
Emerald,223,아무무,정글,48.70%,1.22%,0.14%,"4,448"
Emerald,224,사일러스,서폿,47.77%,1.29%,15.15%,"4,718"
Emerald,225,사미라,바텀,48.07%,2.12%,1.12%,"7,740"
Emerald,226,조이,서폿,48.42%,0.84%,2.11%,"3,071"
Emerald,227,퀸,탑,48.75%,0.70%,0.35%,"2,566"
Emerald,228,우디르,정글,48.36%,0.76%,0.28%,"2,781"
Emerald,229,람머스,정글,47.93%,0.87%,1.15%,"3,196"
Emerald,230,암베사,미드,47.37%,0.90%,12.29%,"3,306"
Emerald,231,그라가스,정글,46.48%,2.00%,1.39%,"7,300"
Emerald,232,트런들,탑,47.76%,1.17%,0.18%,"4,280"
Emerald,233,레나타 글라스크,서폿,47.56%,1.10%,0.18%,"4,016"
Emerald,234,스몰더,바텀,47.52%,2.29%,0.29%,"8,379"
Emerald,235,나서스,탑,47.32%,1.26%,0.79%,"4,598"
Emerald,236,우디르,탑,47.29%,0.92%,0.28%,"3,364"
Emerald,237,빅토르,탑,48.02%,0.72%,19.74%,"2,649"
Emerald,238,자크,서폿,48.07%,0.74%,1.67%,"2,698"
Emerald,239,쉬바나,정글,47.83%,0.76%,0.10%,"2,764"
Emerald,240,리 신,탑,44.41%,0.87%,39.96%,"3,191"
Emerald,241,스몰더,미드,44.97%,0.56%,0.29%,"2,039"
Emerald,242,사일러스,정글,41.66%,0.58%,15.15%,"2,134"
Diamond,1,제이스,탑,50.06%,16.10%,31.25%,"21,152"
Diamond,2,비에고,정글,50.27%,26.71%,25.97%,"35,095"
Diamond,3,미스 포츈,바텀,53.35%,21.10%,62.98%,"27,726"
Diamond,4,리 신,정글,49.55%,33.40%,36.26%,"43,890"
Diamond,5,렐,서폿,51.84%,12.59%,11.14%,"16,546"
Diamond,6,엘리스,서폿,52.06%,7.31%,30.40%,"9,607"
Diamond,7,갈리오,미드,51.56%,10.76%,8.59%,"14,132"
Diamond,8,이렐리아,탑,50.36%,5.19%,33.96%,"6,819"
Diamond,9,스카너,정글,51.82%,9.12%,17.52%,"11,988"
Diamond,10,뽀삐,서폿,52.80%,5.62%,20.35%,"7,387"
Diamond,11,카르마,서폿,50.45%,16.43%,10.93%,"21,583"
Diamond,12,흐웨이,미드,50.59%,9.97%,9.71%,"13,104"
Diamond,13,카서스,정글,52.23%,3.62%,27.58%,"4,758"
Diamond,14,암베사,탑,49.62%,7.87%,13.79%,"10,339"
Diamond,15,룰루,서폿,49.89%,14.21%,10.55%,"18,673"
Diamond,16,크산테,탑,48.89%,12.29%,11.56%,"16,145"
Diamond,17,이즈리얼,바텀,49.02%,39.18%,16.20%,"51,474"
Diamond,18,파이크,서폿,49.54%,7.49%,45.62%,"9,845"
Diamond,19,이렐리아,미드,51.14%,3.42%,33.96%,"4,492"
Diamond,20,브라움,서폿,50.85%,7.88%,8.00%,"10,356"
Diamond,21,니달리,정글,50.04%,7.68%,9.70%,"10,095"
Diamond,22,다리우스,탑,50.29%,5.97%,12.38%,"7,841"
Diamond,23,코르키,바텀,50.39%,12.90%,8.65%,"16,945"
Diamond,24,뽀삐,탑,53.74%,2.13%,20.35%,"2,804"
Diamond,25,피오라,탑,52.11%,4.23%,5.23%,"5,557"
Diamond,26,카시오페아,탑,54.21%,2.39%,12.85%,"3,145"
Diamond,27,레넥톤,탑,49.75%,6.21%,5.14%,"8,157"
Diamond,28,제이스,미드,52.64%,2.18%,31.25%,"2,865"
Diamond,29,제드,미드,49.49%,5.67%,11.55%,"7,456"
Diamond,30,카시오페아,미드,52.63%,2.88%,12.85%,"3,787"
Diamond,31,조이,미드,52.73%,3.85%,3.27%,"5,056"
Diamond,32,럼블,탑,50.80%,4.85%,3.00%,"6,374"
Diamond,33,탈론,미드,52.54%,3.80%,1.52%,"4,996"
Diamond,34,사일러스,미드,48.68%,13.39%,13.50%,"17,594"
Diamond,35,워윅,탑,52.34%,2.99%,6.04%,"3,934"
Diamond,36,샤코,정글,52.06%,3.10%,14.40%,"4,072"
Diamond,37,탈리야,미드,53.38%,2.74%,0.72%,"3,597"
Diamond,38,쓰레쉬,서폿,50.21%,10.87%,2.80%,"14,283"
Diamond,39,신드라,미드,52.02%,4.67%,1.05%,"6,142"
Diamond,40,징크스,바텀,50.55%,16.46%,1.63%,"21,631"
Diamond,41,마오카이,서폿,52.62%,4.45%,1.61%,"5,850"
Diamond,42,레오나,서폿,49.96%,7.49%,4.06%,"9,846"
Diamond,43,빅토르,미드,48.65%,9.91%,16.40%,"13,026"
Diamond,44,블리츠크랭크,서폿,49.55%,7.36%,15.85%,"9,673"
Diamond,45,그레이브즈,정글,49.80%,7.02%,7.00%,"9,226"
Diamond,46,케넨,탑,54.89%,2.24%,1.80%,"2,937"
Diamond,47,갱플랭크,탑,51.46%,4.42%,1.83%,"5,812"
Diamond,48,신 짜오,정글,51.53%,7.09%,1.26%,"9,320"
Diamond,49,그라가스,탑,51.27%,4.90%,1.16%,"6,440"
Diamond,50,오로라,미드,48.85%,8.12%,12.91%,"10,673"
Diamond,51,키아나,미드,52.39%,2.88%,1.01%,"3,789"
Diamond,52,오리아나,미드,50.13%,6.03%,2.15%,"7,918"
Diamond,53,킨드레드,정글,52.01%,4.23%,0.97%,"5,553"
Diamond,54,아트록스,탑,49.15%,7.49%,4.76%,"9,840"
Diamond,55,벨베스,정글,52.41%,3.00%,2.46%,"3,942"
Diamond,56,리븐,탑,51.96%,3.94%,0.90%,"5,179"
Diamond,57,애니비아,미드,54.34%,1.63%,0.89%,"2,142"
Diamond,58,드레이븐,바텀,51.14%,3.03%,7.20%,"3,985"
Diamond,59,잭스,탑,49.13%,4.85%,6.31%,"6,371"
Diamond,60,바이,정글,49.59%,9.55%,2.39%,"12,551"
Diamond,61,애쉬,바텀,50.23%,6.76%,5.70%,"8,882"
Diamond,62,멜,미드,48.18%,8.12%,69.39%,"10,674"
Diamond,63,제라스,미드,50.10%,4.46%,3.28%,"5,860"
Diamond,64,벡스,미드,50.38%,2.87%,3.26%,"3,771"
Diamond,65,신지드,탑,53.57%,2.27%,0.49%,"2,983"
Diamond,66,아크샨,미드,51.51%,2.17%,1.26%,"2,848"
Diamond,67,니코,서폿,51.21%,3.47%,1.76%,"4,560"
Diamond,68,아리,미드,50.46%,6.59%,0.60%,"8,653"
Diamond,69,애니,미드,53.90%,1.17%,0.15%,"1,538"
Diamond,70,세나,서폿,51.29%,4.45%,0.57%,"5,843"
Diamond,71,리산드라,미드,52.14%,3.04%,0.44%,"3,989"
Diamond,72,바드,서폿,50.97%,4.90%,0.42%,"6,439"
Diamond,73,피들스틱,서폿,54.59%,0.94%,1.16%,"1,231"
Diamond,74,우르곳,탑,53.29%,1.62%,0.21%,"2,126"
Diamond,75,르블랑,미드,48.31%,4.96%,37.29%,"6,512"
Diamond,76,자이라,정글,50.32%,3.23%,3.73%,"4,239"
Diamond,77,멜,바텀,49.60%,2.49%,69.39%,"3,276"
Diamond,78,마스터 이,정글,51.00%,4.29%,1.64%,"5,643"
Diamond,79,헤카림,정글,49.87%,5.64%,1.52%,"7,412"
Diamond,80,바루스,바텀,49.65%,11.81%,3.41%,"15,516"
Diamond,81,세트,탑,51.07%,3.92%,0.40%,"5,152"
Diamond,82,닐라,바텀,56.84%,0.86%,0.38%,"1,126"
Diamond,83,아칼리,미드,48.24%,8.45%,8.31%,"11,108"
Diamond,84,노틸러스,서폿,48.52%,10.60%,6.71%,"13,926"
Diamond,85,올라프,탑,52.72%,1.96%,0.93%,"2,570"
Diamond,86,카시오페아,바텀,55.08%,1.16%,12.85%,"1,527"
Diamond,87,티모,탑,51.46%,2.38%,2.16%,"3,123"
Diamond,88,아이번,정글,53.56%,1.23%,0.27%,"1,617"
Diamond,89,렉사이,정글,51.71%,2.00%,0.86%,"2,632"
Diamond,90,니코,미드,52.36%,1.45%,1.76%,"1,908"
Diamond,91,나르,탑,49.16%,5.01%,4.00%,"6,589"
Diamond,92,릴리아,정글,50.31%,4.42%,2.06%,"5,812"
Diamond,93,흐웨이,바텀,52.94%,1.30%,9.71%,"1,702"
Diamond,94,아우렐리온 솔,미드,52.95%,1.72%,0.14%,"2,257"
Diamond,95,누누와 윌럼프,정글,51.52%,2.57%,0.62%,"3,379"
Diamond,96,그웬,탑,51.82%,1.97%,1.35%,"2,588"
Diamond,97,알리스타,서폿,49.29%,7.59%,1.41%,"9,973"
Diamond,98,럼블,미드,54.37%,0.55%,3.00%,721
Diamond,99,키아나,정글,53.13%,0.88%,1.01%,"1,152"
Diamond,100,문도 박사,탑,49.89%,3.47%,0.70%,"4,554"
Diamond,101,시비르,바텀,50.92%,5.20%,0.65%,"6,830"
Diamond,102,요네,미드,48.54%,9.23%,7.15%,"12,126"
Diamond,103,카르마,탑,51.35%,1.27%,10.93%,"1,671"
Diamond,104,아지르,미드,49.58%,3.65%,0.40%,"4,802"
Diamond,105,라칸,서폿,48.96%,6.42%,1.02%,"8,432"
Diamond,106,트린다미어,탑,51.18%,1.80%,0.90%,"2,368"
Diamond,107,녹턴,정글,49.56%,5.59%,3.61%,"7,348"
Diamond,108,케이틀린,바텀,48.55%,11.79%,5.87%,"15,494"
Diamond,109,말자하,미드,50.87%,2.45%,0.42%,"3,220"
Diamond,110,에코,미드,51.07%,1.96%,0.23%,"2,573"
Diamond,111,블라디미르,탑,49.26%,4.03%,1.35%,"5,300"
Diamond,112,카밀,탑,50.83%,2.52%,0.39%,"3,305"
Diamond,113,카타리나,미드,49.22%,4.41%,1.76%,"5,796"
Diamond,114,판테온,미드,51.55%,1.16%,1.15%,"1,521"
Diamond,115,소라카,서폿,50.50%,3.17%,0.13%,"4,170"
Diamond,116,야스오,미드,48.10%,6.35%,12.92%,"8,349"
Diamond,117,렝가,탑,52.31%,0.97%,0.67%,"1,277"
Diamond,118,트위스티드 페이트,미드,50.24%,3.68%,0.24%,"4,833"
Diamond,119,럭스,미드,51.69%,1.15%,0.51%,"1,511"
Diamond,120,니달리,서폿,52.82%,0.76%,9.70%,992
Diamond,121,벨코즈,서폿,52.27%,1.41%,0.21%,"1,852"
Diamond,122,마오카이,탑,50.09%,2.59%,1.61%,"3,398"
Diamond,123,루시안,바텀,50.95%,3.58%,0.38%,"4,703"
Diamond,124,이블린,정글,50.38%,1.40%,0.48%,"1,838"
Diamond,125,나미,서폿,50.61%,2.24%,0.10%,"2,938"
Diamond,126,클레드,탑,50.68%,1.62%,0.25%,"2,127"
Diamond,127,엘리스,정글,48.86%,3.37%,30.40%,"4,427"
Diamond,128,흐웨이,서폿,52.44%,0.76%,9.71%,"1,005"
Diamond,129,탈리야,정글,50.80%,1.91%,0.72%,"2,512"
Diamond,130,쉔,탑,49.75%,2.59%,0.27%,"3,397"
Diamond,131,갈리오,서폿,50.31%,0.85%,8.59%,"1,121"
Diamond,132,자크,탑,51.39%,1.72%,1.67%,"2,263"
Diamond,133,베인,바텀,50.43%,1.23%,0.66%,"1,616"
Diamond,134,칼리스타,바텀,49.22%,4.39%,2.30%,"5,764"
Diamond,135,그웬,정글,51.86%,0.74%,1.35%,966
Diamond,136,모데카이저,탑,49.06%,2.76%,0.73%,"3,624"
Diamond,137,자크,정글,49.36%,3.93%,1.67%,"5,162"
Diamond,138,다이애나,정글,49.72%,4.67%,1.09%,"6,132"
Diamond,139,탈론,정글,49.85%,2.36%,1.52%,"3,099"
Diamond,140,피즈,미드,51.23%,1.11%,0.38%,"1,464"
Diamond,141,세라핀,서폿,49.20%,2.88%,0.17%,"3,789"
Diamond,142,판테온,탑,49.59%,2.31%,1.15%,"3,041"
Diamond,143,트위치,바텀,50.23%,1.81%,0.40%,"2,383"
Diamond,144,오른,탑,50.48%,2.24%,0.09%,"2,940"
Diamond,145,판테온,정글,49.27%,2.81%,1.15%,"3,698"
Diamond,146,잔나,서폿,50.16%,1.70%,0.10%,"2,237"
Diamond,147,요네,탑,48.21%,5.24%,7.15%,"6,884"
Diamond,148,볼리베어,탑,49.13%,2.33%,1.70%,"3,059"
Diamond,149,코그모,바텀,52.21%,0.81%,0.13%,"1,065"
Diamond,150,오공,정글,48.63%,6.67%,3.00%,"8,770"
Diamond,151,카직스,정글,49.41%,3.92%,1.06%,"5,145"
Diamond,152,질리언,서폿,50.23%,1.99%,0.21%,"2,610"
Diamond,153,직스,바텀,50.53%,1.72%,0.39%,"2,266"
Diamond,154,타릭,서폿,50.79%,1.10%,0.10%,"1,449"
Diamond,155,카사딘,미드,51.01%,0.83%,0.15%,"1,092"
Diamond,156,제리,바텀,49.31%,5.77%,0.19%,"7,581"
Diamond,157,코르키,미드,48.44%,1.73%,8.65%,"2,273"
Diamond,158,트리스타나,바텀,49.15%,2.99%,0.33%,"3,923"
Diamond,159,판테온,서폿,49.37%,2.07%,1.15%,"2,714"
Diamond,160,진,바텀,49.00%,14.24%,0.70%,"18,708"
Diamond,161,럭스,서폿,48.97%,3.49%,0.51%,"4,591"
Diamond,162,다이애나,미드,50.59%,2.19%,1.09%,"2,872"
Diamond,163,베인,탑,51.09%,1.01%,0.66%,"1,331"
Diamond,164,카이사,바텀,48.25%,16.36%,0.55%,"21,498"
Diamond,165,라이즈,미드,49.67%,2.17%,0.48%,"2,851"
Diamond,166,카르마,미드,49.67%,0.92%,10.93%,"1,214"
Diamond,167,요릭,탑,49.86%,1.37%,0.57%,"1,799"
Diamond,168,하이머딩거,탑,50.70%,0.87%,0.86%,"1,146"
Diamond,169,하이머딩거,서폿,50.61%,0.62%,0.86%,820
Diamond,170,스웨인,바텀,52.30%,0.75%,0.36%,979
Diamond,171,럼블,정글,50.46%,0.66%,3.00%,868
Diamond,172,스웨인,미드,50.57%,1.06%,0.36%,"1,392"
Diamond,173,베이가,미드,50.80%,1.33%,0.10%,"1,744"
Diamond,174,야스오,탑,48.55%,1.65%,12.92%,"2,167"
Diamond,175,샤코,서폿,48.95%,1.48%,14.40%,"1,945"
Diamond,176,모르가나,서폿,49.76%,1.71%,1.75%,"2,251"
Diamond,177,브라이어,정글,50.62%,1.66%,0.26%,"2,175"
Diamond,178,스웨인,서폿,49.63%,1.13%,0.36%,"1,489"
Diamond,179,워윅,정글,49.88%,1.57%,6.04%,"2,063"
Diamond,180,피들스틱,정글,48.94%,1.95%,1.16%,"2,558"
Diamond,181,바루스,탑,52.42%,1.08%,3.41%,"1,425"
Diamond,182,벨코즈,미드,51.49%,0.51%,0.21%,670
Diamond,183,자이라,서폿,48.75%,2.15%,3.73%,"2,831"
Diamond,184,오로라,탑,48.63%,1.51%,12.91%,"1,978"
Diamond,185,사이온,탑,48.43%,2.57%,0.18%,"3,376"
Diamond,186,렝가,정글,50.96%,0.60%,0.67%,783
Diamond,187,카밀,서폿,50.35%,0.54%,0.39%,713
Diamond,188,라이즈,탑,49.17%,1.60%,0.48%,"2,099"
Diamond,189,레넥톤,미드,48.60%,0.63%,5.14%,823
Diamond,190,케인,정글,49.64%,2.02%,0.20%,"2,657"
Diamond,191,오공,탑,49.16%,1.04%,3.00%,"1,369"
Diamond,192,잭스,정글,50.27%,0.71%,6.31%,931
Diamond,193,자야,바텀,49.80%,2.70%,0.26%,"3,552"
Diamond,194,가렌,탑,48.69%,4.78%,1.39%,"6,283"
Diamond,195,탐 켄치,서폿,49.13%,1.53%,0.34%,"2,011"
Diamond,196,사일러스,서폿,48.82%,1.03%,13.50%,"1,352"
Diamond,197,레나타 글라스크,서폿,48.81%,1.28%,0.22%,"1,680"
Diamond,198,암베사,미드,47.72%,1.24%,13.79%,"1,624"
Diamond,199,탐 켄치,탑,48.80%,0.85%,0.34%,"1,123"
Diamond,200,자르반 4세,정글,48.85%,2.98%,0.10%,"3,912"
Diamond,201,블라디미르,미드,47.68%,1.82%,1.35%,"2,389"
Diamond,202,사일러스,탑,49.12%,1.33%,13.50%,"1,753"
Diamond,203,우디르,탑,48.10%,1.10%,0.36%,"1,451"
Diamond,204,케일,탑,49.78%,1.02%,0.24%,"1,346"
Diamond,205,갈리오,탑,48.78%,0.53%,8.59%,699
Diamond,206,소나,서폿,49.49%,0.75%,0.03%,982
Diamond,207,일라오이,탑,48.12%,1.15%,0.71%,"1,513"
Diamond,208,빅토르,바텀,49.24%,0.70%,16.40%,918
Diamond,209,유미,서폿,47.48%,7.58%,7.96%,"9,953"
Diamond,210,아펠리오스,바텀,47.98%,3.88%,0.17%,"5,102"
Diamond,211,가렌,미드,49.14%,0.62%,1.39%,810
Diamond,212,조이,서폿,48.10%,1.02%,3.27%,"1,343"
Diamond,213,멜,서폿,46.29%,2.37%,69.39%,"3,115"
Diamond,214,세주아니,정글,48.14%,2.13%,0.09%,"2,794"
Diamond,215,말파이트,미드,53.71%,0.50%,2.33%,661
Diamond,216,아칼리,탑,47.38%,1.55%,8.31%,"2,043"
Diamond,217,초가스,미드,53.13%,0.52%,0.10%,687
Diamond,218,말파이트,탑,47.31%,2.31%,2.33%,"3,029"
Diamond,219,그라가스,정글,47.57%,1.81%,1.16%,"2,382"
Diamond,220,에코,정글,46.87%,1.76%,0.23%,"2,317"
Diamond,221,사미라,바텀,46.67%,1.52%,0.83%,"1,995"
Diamond,222,신지드,미드,52.82%,0.51%,0.49%,674
Diamond,223,누누와 윌럼프,미드,51.88%,0.53%,0.62%,690
Diamond,224,밀리오,서폿,48.03%,0.85%,0.08%,"1,114"
Diamond,225,나피리,미드,51.63%,0.51%,0.20%,674
Diamond,226,스몰더,바텀,47.67%,2.14%,0.24%,"2,817"
Diamond,227,제라스,서폿,46.61%,3.13%,3.28%,"4,115"
Diamond,228,뽀삐,정글,48.01%,0.84%,20.35%,"1,104"
Diamond,229,볼리베어,정글,52.19%,0.56%,1.70%,730
Diamond,230,나서스,탑,46.52%,1.04%,0.43%,"1,365"
Diamond,231,브랜드,서폿,50.81%,0.52%,0.07%,683
Diamond,232,멜,탑,49.07%,0.61%,69.39%,803
Diamond,233,초가스,탑,49.04%,0.99%,0.10%,"1,297"
Diamond,234,리 신,탑,45.71%,0.74%,36.26%,967
Diamond,235,야스오,바텀,50.97%,0.51%,12.92%,671
Diamond,236,제드,정글,48.83%,0.62%,11.55%,809
Diamond,237,자크,서폿,48.45%,0.56%,1.67%,741
Diamond,238,퀸,탑,48.03%,0.60%,0.27%,787
Diamond,239,트런들,탑,48.01%,0.84%,0.10%,"1,108"
Diamond,240,스웨인,탑,47.85%,0.51%,0.36%,673
Diamond,241,르블랑,서폿,46.94%,0.87%,37.29%,"1,144"
Diamond,242,아무무,서폿,48.06%,0.53%,0.12%,695
Diamond,243,우디르,정글,47.37%,0.65%,0.36%,857
Diamond,244,빅토르,탑,47.55%,0.57%,16.40%,755
Diamond,245,람머스,정글,46.96%,0.59%,0.48%,773
Diamond,246,스몰더,미드,43.40%,0.58%,0.24%,758
Diamond,247,아무무,정글,47.15%,0.57%,0.12%,755
Master,1,제이스,탑,50.07%,16.41%,37.60%,"6,603"
Master,2,비에고,정글,49.81%,29.56%,29.59%,"11,894"
Master,3,리 신,정글,49.76%,30.15%,29.49%,"12,130"
Master,4,렐,서폿,52.61%,16.88%,15.05%,"6,793"
Master,5,미스 포츈,바텀,52.69%,22.71%,60.50%,"9,137"
Master,6,갈리오,미드,51.46%,12.39%,10.47%,"4,986"
Master,7,암베사,탑,50.48%,10.61%,17.88%,"4,267"
Master,8,엘리스,서폿,52.39%,8.88%,37.74%,"3,573"
Master,9,크산테,탑,49.25%,15.74%,15.43%,"6,333"
Master,10,스카너,정글,52.23%,11.31%,23.72%,"4,551"
Master,11,이렐리아,탑,51.47%,5.16%,31.16%,"2,077"
Master,12,뽀삐,서폿,51.94%,6.84%,24.58%,"2,753"
Master,13,흐웨이,미드,50.82%,9.86%,8.52%,"3,965"
Master,14,카르마,서폿,50.13%,16.38%,10.04%,"6,591"
Master,15,파이크,서폿,50.87%,7.73%,53.66%,"3,110"
Master,16,카서스,정글,54.09%,3.89%,40.11%,"1,564"
Master,17,제드,미드,51.42%,4.80%,11.92%,"1,931"
Master,18,이즈리얼,바텀,49.15%,37.64%,17.88%,"15,144"
Master,19,니달리,정글,50.44%,9.63%,16.07%,"3,874"
Master,20,룰루,서폿,50.30%,12.44%,6.35%,"5,006"
Master,21,코르키,바텀,50.34%,17.43%,12.44%,"7,013"
Master,22,럼블,탑,51.11%,6.28%,4.80%,"2,526"
Master,23,이렐리아,미드,51.57%,3.16%,31.16%,"1,272"
Master,24,피오라,탑,51.57%,4.44%,6.68%,"1,788"
Master,25,브라움,서폿,50.06%,8.36%,7.52%,"3,362"
Master,26,빅토르,미드,48.77%,9.47%,14.72%,"3,810"
Master,27,레넥톤,탑,49.93%,7.46%,6.31%,"3,000"
Master,28,뽀삐,탑,55.19%,2.30%,24.58%,924
Master,29,오로라,미드,48.77%,8.47%,17.78%,"3,408"
Master,30,카시오페아,미드,53.87%,2.76%,10.61%,"1,110"
Master,31,사일러스,미드,48.25%,12.66%,12.33%,"5,092"
Master,32,제이스,미드,52.68%,2.83%,37.60%,"1,139"
Master,33,조이,미드,51.87%,4.18%,4.80%,"1,683"
Master,34,멜,미드,48.21%,7.84%,70.55%,"3,153"
Master,35,탈리야,미드,52.95%,3.24%,1.03%,"1,303"
Master,36,워윅,탑,51.88%,3.51%,5.58%,"1,411"
